lab_categoria,variable,pregunta,Codigo,sub_cat,Desglose,Porcentaje
Totalmente de acuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,1,Órgano de Operación Administrativa Desconcentrado (OOAD),Chihuahua,60.0
De acuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,2,Órgano de Operación Administrativa Desconcentrado (OOAD),Chihuahua,32.0
Ni de acuerdo ni en desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,3,Órgano de Operación Administrativa Desconcentrado (OOAD),Chihuahua,3.0
En desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,4,Órgano de Operación Administrativa Desconcentrado (OOAD),Chihuahua,3.0
Totalmente en desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,5,Órgano de Operación Administrativa Desconcentrado (OOAD),Chihuahua,0.0
NO SABE/NO RESPONDE,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,99,Órgano de Operación Administrativa Desconcentrado (OOAD),Chihuahua,2.0
Totalmente de acuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,1,Órgano de Operación Administrativa Desconcentrado (OOAD),Coahuila,56.0
De acuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,2,Órgano de Operación Administrativa Desconcentrado (OOAD),Coahuila,40.0
Ni de acuerdo ni en desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,3,Órgano de Operación Administrativa Desconcentrado (OOAD),Coahuila,2.0
En desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,4,Órgano de Operación Administrativa Desconcentrado (OOAD),Coahuila,1.0
Totalmente en desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,5,Órgano de Operación Administrativa Desconcentrado (OOAD),Coahuila,0.0
NO SABE/NO RESPONDE,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,99,Órgano de Operación Administrativa Desconcentrado (OOAD),Coahuila,1.0
Totalmente de acuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,1,Órgano de Operación Administrativa Desconcentrado (OOAD),Colima,61.0
De acuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,2,Órgano de Operación Administrativa Desconcentrado (OOAD),Colima,36.0
Ni de acuerdo ni en desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,3,Órgano de Operación Administrativa Desconcentrado (OOAD),Colima,3.0
En desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,4,Órgano de Operación Administrativa Desconcentrado (OOAD),Colima,0.0
Totalmente en desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,5,Órgano de Operación Administrativa Desconcentrado (OOAD),Colima,0.0
NO SABE/NO RESPONDE,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,99,Órgano de Operación Administrativa Desconcentrado (OOAD),Colima,1.0
Totalmente de acuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,1,Órgano de Operación Administrativa Desconcentrado (OOAD),CDMX Norte,42.0
De acuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,2,Órgano de Operación Administrativa Desconcentrado (OOAD),CDMX Norte,49.0
Ni de acuerdo ni en desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,3,Órgano de Operación Administrativa Desconcentrado (OOAD),CDMX Norte,5.0
En desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,4,Órgano de Operación Administrativa Desconcentrado (OOAD),CDMX Norte,1.0
Totalmente en desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,5,Órgano de Operación Administrativa Desconcentrado (OOAD),CDMX Norte,1.0
NO SABE/NO RESPONDE,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,99,Órgano de Operación Administrativa Desconcentrado (OOAD),CDMX Norte,2.0
Totalmente de acuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,1,Órgano de Operación Administrativa Desconcentrado (OOAD),CDMX Sur,48.0
De acuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,2,Órgano de Operación Administrativa Desconcentrado (OOAD),CDMX Sur,44.0
Ni de acuerdo ni en desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,3,Órgano de Operación Administrativa Desconcentrado (OOAD),CDMX Sur,5.0
En desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,4,Órgano de Operación Administrativa Desconcentrado (OOAD),CDMX Sur,1.0
Totalmente en desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,5,Órgano de Operación Administrativa Desconcentrado (OOAD),CDMX Sur,0.0
NO SABE/NO RESPONDE,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,99,Órgano de Operación Administrativa Desconcentrado (OOAD),CDMX Sur,1.0
Totalmente de acuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,1,Órgano de Operación Administrativa Desconcentrado (OOAD),Durango,54.0
De acuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,2,Órgano de Operación Administrativa Desconcentrado (OOAD),Durango,42.0
Ni de acuerdo ni en desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,3,Órgano de Operación Administrativa Desconcentrado (OOAD),Durango,3.0
En desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,4,Órgano de Operación Administrativa Desconcentrado (OOAD),Durango,0.0
Totalmente en desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,5,Órgano de Operación Administrativa Desconcentrado (OOAD),Durango,0.0
NO SABE/NO RESPONDE,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,99,Órgano de Operación Administrativa Desconcentrado (OOAD),Durango,1.0
Totalmente de acuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,1,Órgano de Operación Administrativa Desconcentrado (OOAD),México Oriente,58.0
De acuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,2,Órgano de Operación Administrativa Desconcentrado (OOAD),México Oriente,37.0
Ni de acuerdo ni en desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,3,Órgano de Operación Administrativa Desconcentrado (OOAD),México Oriente,3.0
En desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,4,Órgano de Operación Administrativa Desconcentrado (OOAD),México Oriente,1.0
Totalmente en desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,5,Órgano de Operación Administrativa Desconcentrado (OOAD),México Oriente,0.0
NO SABE/NO RESPONDE,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,99,Órgano de Operación Administrativa Desconcentrado (OOAD),México Oriente,1.0
Totalmente de acuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,1,Órgano de Operación Administrativa Desconcentrado (OOAD),México Poniente,56.0
De acuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,2,Órgano de Operación Administrativa Desconcentrado (OOAD),México Poniente,40.0
Ni de acuerdo ni en desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,3,Órgano de Operación Administrativa Desconcentrado (OOAD),México Poniente,3.0
En desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,4,Órgano de Operación Administrativa Desconcentrado (OOAD),México Poniente,1.0
Totalmente en desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,5,Órgano de Operación Administrativa Desconcentrado (OOAD),México Poniente,0.0
NO SABE/NO RESPONDE,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,99,Órgano de Operación Administrativa Desconcentrado (OOAD),México Poniente,0.0
Totalmente de acuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,1,Órgano de Operación Administrativa Desconcentrado (OOAD),Guanajuato,52.0
De acuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,2,Órgano de Operación Administrativa Desconcentrado (OOAD),Guanajuato,43.0
Ni de acuerdo ni en desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,3,Órgano de Operación Administrativa Desconcentrado (OOAD),Guanajuato,3.0
En desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,4,Órgano de Operación Administrativa Desconcentrado (OOAD),Guanajuato,1.0
Totalmente en desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,5,Órgano de Operación Administrativa Desconcentrado (OOAD),Guanajuato,0.0
NO SABE/NO RESPONDE,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,99,Órgano de Operación Administrativa Desconcentrado (OOAD),Guanajuato,1.0
Totalmente de acuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,1,Órgano de Operación Administrativa Desconcentrado (OOAD),Guerrero,61.0
De acuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,2,Órgano de Operación Administrativa Desconcentrado (OOAD),Guerrero,35.0
Ni de acuerdo ni en desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,3,Órgano de Operación Administrativa Desconcentrado (OOAD),Guerrero,2.0
En desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,4,Órgano de Operación Administrativa Desconcentrado (OOAD),Guerrero,1.0
Totalmente en desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,5,Órgano de Operación Administrativa Desconcentrado (OOAD),Guerrero,0.0
NO SABE/NO RESPONDE,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,99,Órgano de Operación Administrativa Desconcentrado (OOAD),Guerrero,1.0
Totalmente de acuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,1,Órgano de Operación Administrativa Desconcentrado (OOAD),Hidalgo,58.0
De acuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,2,Órgano de Operación Administrativa Desconcentrado (OOAD),Hidalgo,38.0
Ni de acuerdo ni en desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,3,Órgano de Operación Administrativa Desconcentrado (OOAD),Hidalgo,2.0
En desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,4,Órgano de Operación Administrativa Desconcentrado (OOAD),Hidalgo,0.0
Totalmente en desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,5,Órgano de Operación Administrativa Desconcentrado (OOAD),Hidalgo,0.0
NO SABE/NO RESPONDE,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,99,Órgano de Operación Administrativa Desconcentrado (OOAD),Hidalgo,1.0
Totalmente de acuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,1,Órgano de Operación Administrativa Desconcentrado (OOAD),Jalisco,56.0
De acuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,2,Órgano de Operación Administrativa Desconcentrado (OOAD),Jalisco,40.0
Ni de acuerdo ni en desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,3,Órgano de Operación Administrativa Desconcentrado (OOAD),Jalisco,2.0
En desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,4,Órgano de Operación Administrativa Desconcentrado (OOAD),Jalisco,1.0
Totalmente en desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,5,Órgano de Operación Administrativa Desconcentrado (OOAD),Jalisco,0.0
NO SABE/NO RESPONDE,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,99,Órgano de Operación Administrativa Desconcentrado (OOAD),Jalisco,1.0
Totalmente de acuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,1,Órgano de Operación Administrativa Desconcentrado (OOAD),Michoacán,61.0
De acuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,2,Órgano de Operación Administrativa Desconcentrado (OOAD),Michoacán,37.0
Ni de acuerdo ni en desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,3,Órgano de Operación Administrativa Desconcentrado (OOAD),Michoacán,1.0
En desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,4,Órgano de Operación Administrativa Desconcentrado (OOAD),Michoacán,0.0
Totalmente en desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,5,Órgano de Operación Administrativa Desconcentrado (OOAD),Michoacán,0.0
NO SABE/NO RESPONDE,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,99,Órgano de Operación Administrativa Desconcentrado (OOAD),Michoacán,0.0
Totalmente de acuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,1,Órgano de Operación Administrativa Desconcentrado (OOAD),Morelos,60.0
De acuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,2,Órgano de Operación Administrativa Desconcentrado (OOAD),Morelos,35.0
Ni de acuerdo ni en desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,3,Órgano de Operación Administrativa Desconcentrado (OOAD),Morelos,2.0
En desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,4,Órgano de Operación Administrativa Desconcentrado (OOAD),Morelos,0.0
Totalmente en desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,5,Órgano de Operación Administrativa Desconcentrado (OOAD),Morelos,1.0
NO SABE/NO RESPONDE,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,99,Órgano de Operación Administrativa Desconcentrado (OOAD),Morelos,1.0
Totalmente de acuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,1,Órgano de Operación Administrativa Desconcentrado (OOAD),Nayarit,55.0
De acuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,2,Órgano de Operación Administrativa Desconcentrado (OOAD),Nayarit,41.0
Ni de acuerdo ni en desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,3,Órgano de Operación Administrativa Desconcentrado (OOAD),Nayarit,2.0
En desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,4,Órgano de Operación Administrativa Desconcentrado (OOAD),Nayarit,1.0
Totalmente en desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,5,Órgano de Operación Administrativa Desconcentrado (OOAD),Nayarit,0.0
NO SABE/NO RESPONDE,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,99,Órgano de Operación Administrativa Desconcentrado (OOAD),Nayarit,1.0
Totalmente de acuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,1,Órgano de Operación Administrativa Desconcentrado (OOAD),Nuevo León,62.0
De acuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,2,Órgano de Operación Administrativa Desconcentrado (OOAD),Nuevo León,35.0
Ni de acuerdo ni en desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,3,Órgano de Operación Administrativa Desconcentrado (OOAD),Nuevo León,2.0
En desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,4,Órgano de Operación Administrativa Desconcentrado (OOAD),Nuevo León,0.0
Totalmente en desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,5,Órgano de Operación Administrativa Desconcentrado (OOAD),Nuevo León,0.0
NO SABE/NO RESPONDE,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,99,Órgano de Operación Administrativa Desconcentrado (OOAD),Nuevo León,1.0
Totalmente de acuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,1,Órgano de Operación Administrativa Desconcentrado (OOAD),Oaxaca,61.0
De acuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,2,Órgano de Operación Administrativa Desconcentrado (OOAD),Oaxaca,37.0
Ni de acuerdo ni en desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,3,Órgano de Operación Administrativa Desconcentrado (OOAD),Oaxaca,1.0
En desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,4,Órgano de Operación Administrativa Desconcentrado (OOAD),Oaxaca,1.0
Totalmente en desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,5,Órgano de Operación Administrativa Desconcentrado (OOAD),Oaxaca,0.0
NO SABE/NO RESPONDE,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,99,Órgano de Operación Administrativa Desconcentrado (OOAD),Oaxaca,0.0
Totalmente de acuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,1,Órgano de Operación Administrativa Desconcentrado (OOAD),Puebla,60.0
De acuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,2,Órgano de Operación Administrativa Desconcentrado (OOAD),Puebla,34.0
Ni de acuerdo ni en desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,3,Órgano de Operación Administrativa Desconcentrado (OOAD),Puebla,4.0
En desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,4,Órgano de Operación Administrativa Desconcentrado (OOAD),Puebla,1.0
Totalmente en desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,5,Órgano de Operación Administrativa Desconcentrado (OOAD),Puebla,0.0
NO SABE/NO RESPONDE,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,99,Órgano de Operación Administrativa Desconcentrado (OOAD),Puebla,1.0
Totalmente de acuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,1,Órgano de Operación Administrativa Desconcentrado (OOAD),Querétaro,54.0
De acuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,2,Órgano de Operación Administrativa Desconcentrado (OOAD),Querétaro,42.0
Ni de acuerdo ni en desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,3,Órgano de Operación Administrativa Desconcentrado (OOAD),Querétaro,3.0
En desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,4,Órgano de Operación Administrativa Desconcentrado (OOAD),Querétaro,1.0
Totalmente en desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,5,Órgano de Operación Administrativa Desconcentrado (OOAD),Querétaro,0.0
NO SABE/NO RESPONDE,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,99,Órgano de Operación Administrativa Desconcentrado (OOAD),Querétaro,0.0
Totalmente de acuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,1,Órgano de Operación Administrativa Desconcentrado (OOAD),Quintana Roo,58.0
De acuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,2,Órgano de Operación Administrativa Desconcentrado (OOAD),Quintana Roo,37.0
Ni de acuerdo ni en desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,3,Órgano de Operación Administrativa Desconcentrado (OOAD),Quintana Roo,3.0
En desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,4,Órgano de Operación Administrativa Desconcentrado (OOAD),Quintana Roo,1.0
Totalmente en desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,5,Órgano de Operación Administrativa Desconcentrado (OOAD),Quintana Roo,0.0
NO SABE/NO RESPONDE,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,99,Órgano de Operación Administrativa Desconcentrado (OOAD),Quintana Roo,1.0
Totalmente de acuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,1,Órgano de Operación Administrativa Desconcentrado (OOAD),San Luis Potosí,56.0
De acuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,2,Órgano de Operación Administrativa Desconcentrado (OOAD),San Luis Potosí,40.0
Ni de acuerdo ni en desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,3,Órgano de Operación Administrativa Desconcentrado (OOAD),San Luis Potosí,2.0
